StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,desktop,desktop_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,natalia,natalia_DO,Q58,Q58_DO,spain,spain_DO,Q60,Q60_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q58,Q58_DO,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,FL_90_DO,FL_12_DO,Google_default_DO
2023-07-13 19:36:49,2023-07-13 19:49:34,0,23.119.115.57,100,765,1,2023-07-13 19:49:35,R_pLS0gyogLKsb1W9,,,,,41.8202,-86.2404,anonymous,EN,1,1,6336fecb0b27c43626068e01,,,,,5,3|5|4|1|2,7,2,1|2,36.414,38.512,39.725,2,4,1|6|2|3|5|4|7,2,4|5|1|3|2,53.149,90.678,118.176,3,7,2,1|2|5|4|3,89.415,96.591,97.514,5,17,18|22|19|17|21|20|23,1,3|2|4|1|5,3,4|1|3|5|2,1,2|4|3|5|1,3,4|5|2|3|1,1,3|2|5|4|1,4.33,3.77,2.8,0,2|5|3|1,"1,2,3,6",5|1|2|3|6|4,1975,4,3,5|3|1|4|2,1,3|4|1|2,1,7|2|4|1|5|3|6,5,"it used to be that we would all immediately switch from microsoft to something else.  now Google is terrible too, full of ads.  ",Video,Bing_default,
2023-07-13 19:42:42,2023-07-13 19:49:34,0,172.58.149.206,100,412,1,2023-07-13 19:49:35,R_31tQlI88vWoWBJy,,,,,36.0711,-86.7196,anonymous,EN,1,1,5658000ca9872d0011e1ba26,,,,,5,1|5|4|2|3,7,2,1|2,6.928,25.243,27.04,2,4,3|2|5|6|1|4|7,1,3|2|4|1|5,4.373,53.19,69.061,7,2,1,2|5|3|1|4,2.956,26.829,28.126,6,23,21|22|17|19|20|18|23,1,5|4|3|2|1,3,3|2|1|4|5,1,4|3|5|1|2,3,3|1|2|4|5,1,5|2|1|4|3,3.8,2.83,3.63,2.6,5|2|3|1,"1,3",2|5|6|1|3|4,1989,2,5,5|4|2|3|1,1,4|3|2|1,1,6|2|1|3|5|4|7,5,"Nothing comes to mind. ",Video,Google_default,google_default
2023-07-13 19:44:35,2023-07-13 19:49:36,0,76.14.51.242,100,301,1,2023-07-13 19:49:37,R_27kzpZQtxXm1pqO,,,,,37.9208,-122.0182,anonymous,EN,0.8999999761581421,1,5e2b74daae56b71b9d24d89b,,,,,5,2|4|1|3|5,7,2,1|2,14.085,16.357,17.17,2,4,6|4|7|5|3|2|1,1,2|1|4|3|5,32.855,37.239,55.914,2,7,1,5|3|1|4|2,33.657,36.097,37.382,2,17,23|22|19|20|21|17|18,1,5|4|2|1|3,3,4|5|2|1|3,1,2|4|3|1|5,3,4|3|2|1|5,1,3|5|4|2|1,4.67,4.47,4.4,4.63,3|2|5|1,"1,5",4|3|2|1|5|6,1955,5,2,3|5|4|2|1,2,1|2|3|4,1,2|5|3|1|6|4|7,5,"I tend to prefer google, I'm used to it. ",No_video,Google_default,google_default
2023-07-13 19:42:31,2023-07-13 19:49:39,0,32.218.151.205,100,428,1,2023-07-13 19:49:40,R_21oHzXjoNxH2txu,,,,,41.3091,-72.8701,anonymous,EN,1,1,5df861926aab7c5f659dfd85,,,,,5,3|4|5|2|1,7,2,1|2,17.869,21.626,23.675,2,4,1|3|7|4|6|2|5,1,5|1|2|3|4,6.019,34.417,36.717,2,2,1,3|2|5|1|4,40.248,43.092,44.91,2,23,22|20|18|19|21|17|23,1,4|1|5|2|3,3,2|4|1|5|3,1,5|3|1|2|4,3,2|4|1|3|5,1,3|2|1|4|5,3,3,3,3,3|1|2|5,1,5|4|3|6|1|2,1968,4,4,4|5|1|3|2,2,4|3|2|1,1,1|7|5|4|2|6|3,5,"I used to use Bing as my search engine, but somehow my default got switched to Google, and I had no idea how to switch it back. So I definitely use search engines assigned by default.",No_video,Google_default,google_default
2023-07-13 19:38:16,2023-07-13 19:49:43,0,70.161.171.209,100,687,1,2023-07-13 19:49:43,R_2QS6ZgPfk63IjWd,,,,,37.045,-76.4067,anonymous,EN,1,1,5db48b4d14dab8000de45fdf,,,,,5,3|4|2|5|1,7,2,2|1,23.022,26.622,27.659,3,4,3|2|4|6|7|5|1,2,2|4|5|1|3,79.42,101.96,103.076,5,2,2,3|5|2|1|4,5.787,85.263,86.547,7,17,17|19|23|21|22|18|20,2,1|2|3|5|4,3,1|4|5|2|3,2,5|2|4|1|3,3,1|5|2|3|4,2,4|1|2|5|3,4.63,4.2,3.8,2.7,3|5|1|2,"1,3",6|3|1|2|5|4,1976,2,2,5|1|2|4|3,2,2|3|4|1,1,1|5|6|2|4|7|3,5,No,No_video,Bing_default,
2023-07-13 19:36:40,2023-07-13 19:49:47,0,75.178.103.147,100,786,1,2023-07-13 19:49:47,R_rfjpj2vb6qVU1AR,,,,,33.8734,-78.6493,anonymous,EN,1,1,60d9e7e76cf2ab6d21eb5f99,,,,,5,1|3|5|2|4,7,2,1|2,35.06,61.939,63.633,3,4,7|6|5|2|4|3|1,"1,2",2|5|1|3|4,8.102,78.626,80.136,5,2,"1,2",4|5|2|1|3,4.595,42.515,43.607,4,23,17|20|22|18|23|21|19,"1,2",2|4|3|5|1,3,3|2|1|5|4,"1,2",3|4|5|1|2,3,4|3|1|5|2,"1,2",1|4|2|3|5,4.68,4.32,3.62,3.32,2|3|1|5,"1,3",1|5|2|4|3|6,1962,4,2,3|5|1|2|4,2,4|2|3|1,1,1|7|5|2|6|3|4,5,I don't trust the results of only one search engine so I used a second one also,Video,Bing_default,
2023-07-13 19:39:10,2023-07-13 19:49:59,0,97.122.196.13,100,648,1,2023-07-13 19:50:00,R_3qVR5fAB7Az0wLH,,,,,39.7351,-105.0269,anonymous,EN,1,1,5de5dba9ff87c15699804260,,,,,5,4|1|2|3|5,7,2,2|1,23.089,26.518,29.161,2,4,7|3|4|5|6|2|1,2,1|5|3|4|2,82.922,88.14,93.431,2,7,2,5|1|3|2|4,65.164,67.249,70.168,2,23,20|18|22|23|21|17|19,1,1|3|5|2|4,3,2|4|5|3|1,1,1|3|5|2|4,3,1|5|2|3|4,1,1|4|3|5|2,4.47,2.67,3.67,2.77,1|2|3|5,"1,2",2|6|5|3|4|1,1956,3,4,2|1|4|5|3,1,3|2|4|1,1,7|2|6|4|1|3|5,5,"I like the privacy of DuckDuckGo, but sometimes I'm forced to use Google because the results are often better.  But I have noticed a massive increase in ads on Google so I only use it if I have to.",No_video,Bing_default,
2023-07-13 19:41:10,2023-07-13 19:50:00,0,73.247.158.86,100,530,1,2023-07-13 19:50:00,R_vfaS0vxNiDw1CfL,,,,,42.2299,-87.8426,anonymous,EN,0.8999999761581421,1,5c69a010ec1fb80001c17b34,,,,,5,2|3|1|4|5,7,2,1|2,18.276,33.098,34.329,4,4,7|6|4|3|2|5|1,2,5|3|4|1|2,3.826,136.82,137.846,6,1,2,3|5|4|2|1,3.762,122.857,124.085,11,17,17|22|19|18|23|21|20,2,1|3|2|4|5,3,4|3|2|5|1,2,3|1|4|5|2,3,3|5|2|4|1,2,2|3|1|5|4,3.67,3.67,3.6,2.47,2|1|3|5,"1,3",2|4|1|5|3|6,1987,4,2,4|5|3|2|1,1,1|3|2|4,1,5|2|1|3|7|6|4,5,John 3:17,No_video,Bing_default,
2023-07-13 19:44:44,2023-07-13 19:50:05,0,172.249.102.102,100,320,1,2023-07-13 19:50:05,R_2c1rS0656SxjoKc,,,,,34.0757,-118.3161,anonymous,EN,1,1,5bff23545388d300017e5686,,,,,5,3|4|1|5|2,7,2,1|2,15.252,16.327,17.332,2,4,3|6|7|2|5|4|1,1,3|2|4|5|1,55.39,57.292,58.724,2,2,1,2|1|3|4|5,24.042,25.871,32.045,2,23,20|18|17|19|22|21|23,1,2|4|3|1|5,3,4|2|5|1|3,1,5|1|4|3|2,3,3|4|2|5|1,1,1|3|5|2|4,4.77,4.37,1.53,3.53,2|1|3|5,"1,5",1|6|2|3|5|4,1994,4,4,5|4|2|1|3,2,1|2|4|3,1,7|4|5|1|2|3|6,5,,Video,Google_default,google_default
2023-07-13 19:38:47,2023-07-13 19:50:34,0,73.19.98.165,100,706,1,2023-07-13 19:50:34,R_2VBXTlryTPg2W3A,,,,,47.024,-122.7827,anonymous,EN,0.8999999761581421,1,6434ca569e4ece2d6062bd6b,,,,,5,1|4|3|2|5,7,2,2|1,18.358,21.576,26.093,2,4,4|3|1|2|7|5|6,2,4|5|3|1|2,9.872,36.216,37.3,4,2,2,3|4|5|2|1,3.551,37.761,39.272,4,23,23|17|19|22|21|18|20,2,1|3|2|5|4,3,2|4|3|1|5,2,3|5|2|1|4,3,4|2|1|3|5,2,5|1|2|4|3,4.5,3.67,2.73,2.4,1|2|3|5,"1,2,3,5",6|2|5|1|3|4,1964,4,4,4|2|1|5|3,1,3|2|1|4,1,7|4|2|6|5|3|1,5,None,Video,Bing_default,
2023-07-13 19:40:50,2023-07-13 19:50:35,0,70.171.50.22,100,585,1,2023-07-13 19:50:35,R_1r0KjtaFpwA3pKP,,,,,29.6467,-82.3284,anonymous,EN,1,1,634265d4ff46e9c74d9fe152,,,,,5,3|4|1|5|2,7,2,2|1,54.691,67.146,68.74,5,4,3|2|7|4|1|5|6,2,1|3|2|5|4,3.447,28.986,29.849,5,2,2,1|2|3|4|5,1.243,71.14,72.314,5,17,22|23|18|20|19|21|17,2,2|3|5|4|1,3,1|2|5|3|4,2,5|3|1|2|4,3,2|1|3|4|5,2,3|2|4|5|1,3.71,3.44,2.81,2.78,2|5|1|3,"1,3",2|1|6|4|3|5,1996,4,5,4|1|2|3|5,1,4|2|1|3,4,3|2|4|5|6|7|1,5,"I did stick with Bing from the link as I thought that what was required or wanted over other search engines. ",Video,Bing_default,
2023-07-13 19:37:55,2023-07-13 19:50:41,0,184.56.176.173,100,766,1,2023-07-13 19:50:41,R_1LdT7uLhK4SoH88,,,,,37.6451,-84.7703,anonymous,EN,1,1,5f557b11e44ff19554e13eaf,,,,,5,5|2|1|3|4,7,2,1|2,8.174,10.421,14.306,2,4,1|6|4|2|5|3|7,1,4|5|1|2|3,33.459,35.803,36.574,2,2,1,4|2|3|1|5,122.521,124.457,125.236,2,23,20|18|17|23|22|21|19,1,5|1|2|4|3,3,1|4|2|3|5,1,5|3|4|1|2,3,1|3|2|4|5,1,4|2|5|1|3,4.01,2.51,4.48,1.95,1|5|2|3,"1,4",5|6|1|3|4|2,1992,4,4,5|2|4|3|1,3,3|1|4|2,1,2|3|5|1|7|6|4,5,"While I prefer using Ecosia or DuckDuckGo at home, I must use Google to confirm information for my work, and therefore feel much more comfortable finding accurate information with it. Ecosia works, too, but it can require a little more digging to find what you're looking for. I do believe it is worth the effort to use Ecosia.",Video,Google_default,google_default
2023-07-13 19:44:54,2023-07-13 19:50:43,0,67.187.151.175,100,349,1,2023-07-13 19:50:44,R_2ah0mWHVqFdnuqo,,,,,38.1228,-121.2543,anonymous,EN,1,1,60e36d56350e661cf50f2c7e,,,,,5,2|3|1|5|4,7,2,2|1,14.3,16.695,17.583,2,4,5|1|4|6|3|7|2,2,1|4|2|3|5,24.052,26.381,26.926,2,1,2,4|3|1|2|5,23.196,24.909,25.658,2,23,19|18|20|22|17|23|21,2,3|2|1|5|4,3,3|5|4|2|1,2,4|2|1|5|3,3,3|1|4|2|5,2,5|1|4|3|2,3.6,5,4.23,4,1|3|5|2,"1,6",4|5|1|3|2|6,1975,4,3,3|1|4|2|5,2,3|4|2|1,4,4|7|5|6|1|3|2,3,,No_video,Bing_default,
2023-07-13 19:31:36,2023-07-13 19:51:02,0,142.196.234.83,100,1166,1,2023-07-13 19:51:03,R_3e1ULy61hGmaeqQ,,,,,28.6529,-81.2106,anonymous,EN,1,1,637058f9e7a26c452d1cc49a,,,,,5,1|5|4|2|3,7,2,2|1,26.828,31.578,51.746,2,4,6|2|1|5|7|3|4,2,5|1|2|4|3,98.362,101.158,127.818,2,1,2,3|5|4|2|1,9.523,63.402,64.415,4,17,23|18|21|17|22|20|19,2,3|4|2|5|1,3,3|4|5|1|2,2,1|5|3|4|2,3,2|4|1|5|3,2,1|4|5|2|3,0.65,3.75,4.75,1.52,1|2|3|5,"2,3",6|3|1|4|5|2,1960,3,5,2|4|5|3|1,2,4|3|2|1,7,4|7|6|3|2|1|5,5,"I almost exclusively use Duck Duck Go but I thought keeping with Bing would help with this study (and your research) so I stayed with it.  Thank you for the opportunity, and good luck!",Video,Bing_default,
2023-07-13 19:42:31,2023-07-13 19:51:04,0,99.34.197.249,100,513,1,2023-07-13 19:51:05,R_2UaqxgeYqISUEzH,,,,,34.8504,-92.4089,anonymous,EN,1,1,5a9262251eda410001360b2c,,,,,5,4|1|2|3|5,7,2,2|1,14.92,16.735,18.108,2,4,1|4|5|7|2|6|3,1,2|3|1|4|5,55.272,61.775,62.433,4,2,1,2|4|5|3|1,58.244,59.308,60.028,2,17,17|23|19|21|22|18|20,1,5|2|1|4|3,3,5|4|3|1|2,1,5|3|1|4|2,3,1|3|5|4|2,1,1|5|3|4|2,3.93,3.4,3,1.67,2|5|3|1,"1,2",3|2|1|6|4|5,1983,2,4,3|4|1|2|5,2,4|2|3|1,6,5|7|1|3|2|4|6,5,n/a,No_video,Google_default,google_default
2023-07-13 19:48:06,2023-07-13 19:51:42,0,96.60.233.217,100,215,1,2023-07-13 19:51:42,R_PusW2uU2p5aUgnL,,,,,40.3348,-104.9238,anonymous,EN,0.8999999761581421,1,5ee00b8630f30b34f2a5dc1c,,,,,5,1|3|2|4|5,7,2,1|2,6.948,18.331,20.473,6,4,5|3|1|6|4|2|7,1,2|5|4|1|3,1.217,16.352,17.059,6,2,1,1|4|2|5|3,1.145,13.39,14.094,6,23,20|21|18|22|23|19|17,1,3|4|5|2|1,3,2|3|5|4|1,1,1|2|4|5|3,3,4|2|5|3|1,1,1|2|3|5|4,4.49,2.49,4.49,1.69,2|3|5|1,"1,2,3,5",4|5|1|3|6|2,1989,3,5,4|3|1|5|2,1,4|2|1|3,1,5|4|6|1|3|2|7,5,,Video,Bing_default,
2023-07-13 19:39:37,2023-07-13 19:51:43,0,73.15.214.73,100,726,1,2023-07-13 19:51:43,R_SUKFpQDf2zXYVxL,,,,,37.7201,-122.4414,anonymous,EN,0.8999999761581421,1,5ec359a0e7928519b8cf64af,,,,,5,2|1|3|5|4,7,2,1|2,30.62,32.02,33.232,2,4,7|4|6|5|2|3|1,2,2|5|4|3|1,39.829,110.46,139.24,3,1,2,2|3|4|5|1,6.809,18.4,23.568,3,17,21|18|20|17|19|22|23,2,2|4|5|3|1,3,1|2|5|3|4,2,2|1|3|4|5,3,3|4|1|2|5,2,2|1|3|4|5,4.63,4.43,1.87,1.5,3|2|5|1,"1,3",2|1|5|4|3|6,1998,4,4,4|1|5|3|2,1,4|1|2|3,7,1|4|7|2|3|6|5,5,,Video,Bing_default,
2023-07-13 19:47:08,2023-07-13 19:51:43,0,68.174.145.186,100,275,1,2023-07-13 19:51:44,R_2wiwLKdcIeTARKa,,,,,40.7706,-73.9283,anonymous,EN,1,1,614dd9c7fe3afb375e947a27,,,,,5,3|4|5|2|1,7,2,2|1,3.262,12.212,13.372,3,4,5|2|1|4|3|6|7,2,1|3|4|2|5,2.561,22.524,23.636,3,2,2,3|2|1|5|4,2.163,14.465,15.357,3,17,17|22|20|21|18|23|19,2,3|1|2|5|4,3,3|2|1|4|5,2,1|3|2|4|5,3,3|4|5|1|2,2,5|2|4|1|3,,3.72,,,1|2|5|3,"1,2,3",6|1|2|4|3|5,1993,5,5,2|1|4|5|3,2,2|1|3|4,7,5|3|7|2|1|4|6,5,,No_video,Bing_default,
2023-07-13 19:47:21,2023-07-13 19:51:47,0,71.120.8.126,100,266,1,2023-07-13 19:51:48,R_bJfj9nhVOvQKY6J,,,,,38.9801,-76.7425,anonymous,EN,1,1,5c5fc78e96dff400013607a5,,,,,5,1|2|5|4|3,7,2,2|1,4.187,26.148,28.587,3,4,4|1|5|2|3|7|6,1,3|4|2|5|1,3.239,17.971,19.198,5,2,1,1|4|3|2|5,2.201,30.459,30.724,6,23,23|20|18|17|21|19|22,1,3|1|5|2|4,3,3|2|1|4|5,1,5|3|2|1|4,3,5|4|3|2|1,1,3|4|2|5|1,5,4,3,3,5|3|2|1,1,4|2|1|5|6|3,1983,4,5,3|4|1|5|2,1,2|1|3|4,1,4|1|2|3|7|5|6,5,,Video,Bing_default,
2023-07-13 19:44:46,2023-07-13 19:51:52,0,63.248.50.95,100,426,1,2023-07-13 19:51:53,R_2fkXNUoA3Tb87h8,,,,,41.7028,-112.1777,anonymous,EN,1,1,639b9ab341f4429b1b3c06a2,,,,,5,4|3|2|5|1,7,2,2|1,13.442,29.018,29.934,4,4,3|4|1|2|7|5|6,2,1|4|3|2|5,6.412,77.109,78.13,4,2,2,2|1|4|3|5,4.49,30.146,31.087,4,17,21|18|17|23|20|19|22,2,2|5|3|1|4,4,4|2|3|5|1,2,4|5|1|2|3,4,1|5|2|4|3,2,5|1|2|4|3,4.33,3.66,3.43,2.66,3|1|2|5,"1,2,3",4|6|3|5|2|1,1967,3,4,4|3|1|5|2,1,1|3|2|4,1,3|1|6|5|4|2|7,5,No,Video,Bing_default,
2023-07-13 19:46:22,2023-07-13 19:51:53,0,24.94.45.229,100,330,1,2023-07-13 19:51:53,R_1IzqsXBfE4QgKyE,,,,,42.0852,-76.8422,anonymous,EN,1,1,63fb4b7f05faed13656528f0,,,,,5,2|3|5|4|1,7,2,1|2,20.018,25.954,27.422,4,4,3|1|5|4|2|6|7,2,3|5|2|4|1,54.855,59.48,60.278,4,2,2,5|2|4|1|3,1.921,34.579,35.71,3,23,18|21|17|22|20|19|23,2,3|2|5|4|1,3,2|1|3|5|4,2,2|3|5|4|1,1,5|1|2|4|3,2,1|3|4|5|2,4.9,4.5,2.73,2.47,5|1|2|3,"1,3,5",4|2|6|3|1|5,1968,4,5,3|1|4|2|5,1,1|4|3|2,1,1|5|2|6|4|3|7,5,,Video,Bing_default,
2023-07-13 19:46:23,2023-07-13 19:51:53,0,76.134.129.113,100,329,1,2023-07-13 19:51:54,R_2vZhsVgy1alGUa4,,,,,28.3299,-81.3559,anonymous,EN,1,1,61079a83c6af47f112977a97,,,,,5,1|2|3|4|5,7,2,1|2,4.9,13.766,17.724,3,4,2|4|5|3|7|1|6,1,5|1|2|4|3,2.535,18.516,19.921,3,2,1,4|1|5|2|3,7.848,15.457,16.621,6,23,23|18|19|17|20|21|22,1,1|4|2|5|3,3,1|5|2|4|3,1,2|4|1|3|5,,2|1|4|5|3,1,1|3|4|2|5,5,4.37,3.6,3.63,1|3|2|5,"1,3",2|3|4|6|5|1,1997,4,3,3|5|4|2|1,1,3|2|1|4,2,1|3|2|6|5|4|7,5,"No thoughts really, but I believe most people do stick to one search engine ",No_video,Google_default,google_default
2023-07-13 19:46:55,2023-07-13 19:52:05,0,99.131.1.131,100,310,1,2023-07-13 19:52:06,R_3L6m1nwfZ3w7ps4,,,,,32.4486,-93.7803,anonymous,EN,1,1,62d59a066ee263bb659aa445,,,,,5,4|1|3|5|2,7,2,2|1,17.33,20.349,23.034,2,4,4|7|1|6|2|5|3,1,1|3|2|5|4,6.377,40.054,41.349,3,2,1,3|2|1|5|4,5.489,21.376,22.855,3,23,20|19|17|23|18|22|21,1,1|2|3|4|5,3,3|2|5|4|1,1,3|5|1|2|4,3,1|2|3|5|4,1,5|4|3|1|2,5,3,5,2,3|1|2|5,"1,2",4|1|6|3|5|2,1953,3,3,4|2|1|3|5,2,2|4|1|3,1,6|4|1|2|3|5|7,5,"I typically only use two search engines, and google is one of them so I just stuck with it.",No_video,Google_default,google_default
2023-07-13 19:39:49,2023-07-13 19:52:13,0,107.136.180.27,100,744,1,2023-07-13 19:52:14,R_1ih7PP6YB42g2Mv,,,,,29.7646,-95.3657,anonymous,EN,1,1,6466a623d58139575eb88c6c,,,,,5,1|4|5|3|2,7,2,1|2,24.385,29.432,31.034,2,4,2|7|3|5|6|4|1,1,4|2|3|5|1,35.915,56.821,58.236,4,2,1,3|2|1|4|5,51.952,54.664,55.981,2,23,17|19|18|20|21|22|23,1,4|1|3|5|2,3,2|5|3|1|4,1,4|1|2|3|5,1,1|2|5|4|3,1,1|2|4|3|5,5,4,3,4,3|5|1|2,"1,3,5",5|1|2|4|3|6,1964,3,4,5|2|1|4|3,2,4|2|1|3,1,3|1|6|4|7|2|5,4,Nothing to share,Video,Google_default,google_default
2023-07-13 19:43:06,2023-07-13 19:52:25,0,50.158.70.111,100,558,1,2023-07-13 19:52:25,R_rqHR5JWemHTo3zH,,,,,36.0344,-114.9705,anonymous,EN,1,1,64345bf16b9a2e046128887f,,,,,5,5|2|3|1|4,7,2,1|2,33.888,40.621,43.491,3,4,2|3|4|6|5|1|7,2,5|2|1|4|3,6.585,14.509,15.98,4,2,5,5|1|3|4|2,90.333,96.943,98.502,4,17,22|17|19|20|18|21|23,2,3|5|4|1|2,3,3|1|2|5|4,2,4|2|1|5|3,3,5|2|1|3|4,2,1|4|2|5|3,4.87,4.53,4.03,4.9,2|3|1|5,"1,3,5",2|1|5|4|6|3,1952,3,3,3|5|1|4|2,1,4|2|1|3,7,1|5|4|6|2|7|3,5,none,No_video,Bing_default,
2023-07-13 19:42:28,2023-07-13 19:52:32,0,23.93.179.167,100,604,1,2023-07-13 19:52:33,R_Tja8ump7sKx60bT,,,,,37.8906,-122.2936,anonymous,EN,1,1,62a15df1dd6fa394ea04f063,,,,,5,2|1|4|3|5,7,2,2|1,11.776,16.406,23.554,2,4,6|5|4|3|1|2|7,1,3|2|4|1|5,68.616,75.298,78.738,2,1,1,4|2|5|3|1,25.916,29.811,49.901,2,17,23|20|21|19|17|22|18,1,4|1|3|5|2,3,2|3|1|5|4,1,2|1|4|3|5,3,4|2|3|5|1,1,1|5|3|4|2,4.5,3.8,3.77,2.7,3|1|2|5,"1,2,3",2|5|1|4|6|3,1979,5,5,2|4|1|3|5,1,3|4|2|1,4,3|4|1|7|6|5|2,5,"Oh, I got assigned Google randomly?  I probably would have switched to it if I had gotten something else.",Video,Google_default,google_default
2023-07-13 19:48:09,2023-07-13 19:52:33,0,173.80.142.7,100,263,1,2023-07-13 19:52:34,R_1OkI6yfOTIhAhjF,,,,,38.4544,-82.2185,anonymous,EN,1,1,5dfab99508267580dcdafe05,,,,,5,5|3|2|4|1,7,2,1|2,12.105,15.229,16.92,3,4,2|3|4|7|5|6|1,2,3|5|1|2|4,23.587,28.518,29.583,3,2,2,2|3|5|4|1,10.458,52.35,53.586,5,17,19|22|23|17|20|21|18,2,3|1|4|2|5,3,5|2|4|1|3,2,4|5|1|2|3,3,5|3|2|1|4,2,1|5|2|4|3,4.41,4.55,3.58,2.95,1|5|3|2,"1,3",2|4|6|1|3|5,1984,4,5,4|5|2|3|1,1,2|1|3|4,1,7|4|3|2|6|5|1,5,no,No_video,Bing_default,
2023-07-13 19:29:17,2023-07-13 19:52:37,0,47.229.41.254,100,1399,1,2023-07-13 19:52:37,R_2X5TO5e2eg0SeY2,,,,,34.1563,-118.0868,anonymous,EN,0.800000011920929,1,6380063ad4c58f5102c681c4,,,,,5,1|3|4|5|2,7,2,2|1,19.867,28.99,30.902,2,4,6|1|4|3|2|7|5,1,5|3|2|4|1,28.187,84.846,86.694,4,1,1,1|5|4|2|3,89.262,91.852,113.694,2,23,19|22|20|23|18|21|17,1,4|3|2|1|5,3,1|2|3|4|5,1,3|2|5|4|1,3,3|1|2|5|4,1,2|5|4|3|1,4.34,2.94,4.01,2.81,2|5|1|3,"1,2",2|4|6|1|3|5,1983,4,5,3|5|2|1|4,1,4|2|1|3,4,1|4|2|5|3|7|6,5,"I have never been happy with Bing or most other search engines since Google came along. They have been the best. DuckDuckGo is okay. I enjoy the privacy but their search engine is still inferior to Google's. ",Video,Bing_default,
2023-07-13 19:45:06,2023-07-13 19:52:38,0,173.188.192.236,100,451,1,2023-07-13 19:52:38,R_1is7yWecPskm831,,,,,29.8378,-82.6129,anonymous,EN,1,1,5ea89d0c5a0a9c12978f8263,,,,,5,4|1|5|3|2,7,2,2|1,17.375,19.76,21.449,2,4,6|3|5|2|1|7|4,1,5|1|2|4|3,33.074,37.904,39.182,2,2,1,5|4|2|3|1,88.27,89.414,90.558,2,23,20|17|21|23|22|18|19,1,1|5|4|3|2,3,4|5|2|3|1,1,3|4|5|2|1,3,5|2|1|3|4,1,3|1|2|4|5,4.03,2.93,3.57,2.47,2|3|1|5,"1,2",2|6|5|4|3|1,1984,3,4,4|3|5|1|2,1,2|4|1|3,1,2|4|7|3|6|1|5,5,I prefer DuckDuckGo for technical queries.,No_video,Google_default,google_default
2023-07-13 19:40:09,2023-07-13 19:52:42,0,73.206.20.93,100,752,1,2023-07-13 19:52:42,R_1NTqho4frWlYFXz,,,,,29.9762,-95.6401,anonymous,EN,1,1,6266aa7132e3a5bf1631ac1b,,,,,5,3|5|4|1|2,7,2,1|2,16.321,25.702,27.255,2,4,1|6|7|5|4|2|3,2,5|1|2|4|3,32.928,35.592,36.538,2,2,2,3|1|2|5|4,117.96,214.971,216.515,5,23,18|20|23|21|17|19|22,1,5|2|1|4|3,3,2|1|3|4|5,1,2|5|1|3|4,3,3|5|2|4|1,1,2|1|5|4|3,5,4,4,0,2|5|1|3,"1,2,3",2|5|1|3|4|6,1971,4,5,4|3|2|1|5,2,3|2|4|1,1,5|3|4|7|1|6|2,5,I didn't like Bing as much as google so i switched to google,Video,Bing_default,
2023-07-13 19:33:21,2023-07-13 19:52:43,0,23.28.40.40,100,1162,1,2023-07-13 19:52:44,R_dm3svZ4XV8Bcr1D,,,,,42.8258,-84.7564,anonymous,EN,1,1,603652c94560a2c97b99a5c5,,,,,5,1|5|4|3|2,7,2,2|1,17.12,19.589,29.512,2,4,1|4|2|7|5|3|6,2,4|2|3|1|5,5.292,250.841,253.198,5,1,1,4|2|1|5|3,6.043,189.257,263.52,5,23,22|21|19|23|20|17|18,1,1|4|3|2|5,3,4|3|1|5|2,2,4|3|5|2|1,3,2|1|3|5|4,1,5|4|1|3|2,3.77,3.9,0.77,1.37,3|5|1|2,"1,3",4|3|1|2|6|5,1994,2,4,2|5|1|4|3,2,3|2|4|1,1,4|2|5|3|1|7|6,5,I usually use Google. I clicked the link in this survey and used Bing and was pleasantly surprised that I liked it. I might switch it up my choices of search engines in the future.,Video,Bing_default,
2023-07-13 19:47:46,2023-07-13 19:52:44,0,174.70.100.218,100,297,1,2023-07-13 19:52:44,R_10UaOHjkyFxz6Xi,,,,,29.9317,-90.1026,anonymous,EN,1,1,62d21a095ad69a4459f6d664,,,,,5,3|5|1|2|4,7,2,1|2,2.914,19.968,21.885,4,4,2|1|5|4|3|6|7,2,5|3|1|4|2,2.663,32.903,34.053,3,2,2,3|5|4|1|2,2.104,46.748,47.599,4,23,20|23|18|17|21|22|19,2,3|2|1|4|5,3,3|1|5|4|2,2,4|2|1|3|5,3,5|2|3|1|4,2,4|5|2|1|3,2,4,3,1,5|1|2|3,"1,2,3",6|2|1|3|4|5,1983,3,2,3|5|2|4|1,1,4|1|2|3,1,4|7|6|5|1|2|3,5,I wasnt aware of how much i would like bing,No_video,Bing_default,
