StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,choice_screen,choice_screen_DO,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,desktop,desktop_DO,survey_version,default_assigned,default_assigned_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q58,Q58_DO,choice screen,choice screen_DO,survey.type.weather,survey.type.weather_DO,Q55,Q51_First Click,Q51_Last Click,Q51_Page Submit,Q51_Click Count,austin,app_austin,app_austin_DO,Q52_First Click,Q52_Last Click,Q52_Page Submit,Q52_Click Count,cambridge,app_cambridge,app_cambridge_DO,Q53_First Click,Q53_Last Click,Q53_Page Submit,Q53_Click Count,cupertino,app_cupertino,app_cupertino_DO,Q31_1,Q31_2,Q31_3,Q31_DO,Q54,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,rid,gc,Q_UnansweredPercentage,Q_UnansweredQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,FL_12_DO,default_DO,video.weather_DO,weather_DO
2023-07-12 17:23:56,2023-07-12 17:32:24,0,172.12.211.97,100,508,1,2023-07-12 17:32:25,R_ALrM77y63yw8Cf7,,,,,29.7738,-95.406,anonymous,EN,1,1,5ea0ca5455a2bd0bd53dbacc,,,,,5,3|4|5|2|1,7,,,,,,,5.869,5.869,14.746,1,2,1|2,2,4,4|3|2|1,15.872,45.854,48.27,2,4,6|1|3|5|7|2|4,4,1|3|2|5|4,6.217,37.162,39.129,3,5,4,4|5|1|3|2,10.072,39.822,41.32,3,17,19|22|20|18|21|17|23,4,2|1|4|3|5,4.51,2.68,3.08,3.21,1|5|2|3,9.298,20.776,22.702,6,"1,2",5|4|2|3|1|6,,,2,1|2,3,91.508,111.975,113.652,3,1,4,3|1|4|2,4.112,29.099,30.927,3,2,4,1|3|4|2,3.735,46.743,47.849,6,1,4,2|4|1|3,4,3,4,1|3|2,3,1989,4,4,2|1|3|5|4,2,2|1|4|3,1,6|5|7|4|3|1|2,5,,,1,0.03125,QID38,0,0,,default,duckduckgo_default|Q42,description,default_wu
2023-07-12 17:30:46,2023-07-12 17:33:34,0,128.235.13.0,100,167,1,2023-07-12 17:33:34,R_3KUVjfy4iA6kwGu,,,,,40.7463,-74.1553,anonymous,EN,0.8999999761581421,1,633e14bdd205bc78a12e3f97,,,,,5,1|2|3|5|4,7,,,,,,,1.991,1.991,8.283,1,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,default,bing_default|Q42,,
2023-07-12 17:37:11,2023-07-12 17:38:37,0,68.40.214.123,100,85,1,2023-07-12 17:38:37,R_1DO6JtElH37JcIZ,,,,,42.5713,-83.7486,anonymous,EN,1,1,5dd8ddcb41fb3f87f7971b4f,,,,,5,3|2|1|4|5,7,,,,,,,8.625,8.625,28.638,1,2,1|2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,default,yahoo_default|Q42,,
2023-07-12 17:27:54,2023-07-12 17:40:46,0,70.190.204.111,100,771,1,2023-07-12 17:40:46,R_1kNDNQF8EcQqLfj,,,,,33.4475,-112.0866,anonymous,EN,1,1,5df9846d76f45070feedf075,,,,,5,4|1|5|3|2,7,6.259,227.652,228.934,8,1,1|2|3|5,,,,,2,2|1,1,,,11.108,26.28,28.408,5,4,7|6|4|3|2|5|1,1,4|2|1|3|5,5.846,24.982,28.089,5,2,1,2|1|5|3|4,5.335,22.601,25.148,5,23,23|19|22|20|21|18|17,1,1|2|3|4|5,5,2.78,2.55,3.82,5|2|3|1,7.578,28.894,32.501,7,1,2|3|5|6|4|1,,,2,1|2,3,56.106,61.736,63.606,3,1,3,3|2|4|1,6.269,73.261,75.133,5,4,3,3|1|2|4,6.698,52.606,54.787,5,1,3,3|1|2|4,5,4,5,3|1|2,"1,3",1962,3,4,5|4|3|2|1,1,4|1|2|3,1,2|7|3|1|5|6|4,5,interesting study,,1,0,,0,0,,choice_screen,,description,default_wu
2023-07-12 17:40:29,2023-07-12 17:44:00,0,72.183.100.179,100,210,1,2023-07-12 17:44:00,R_43jKH6yoTzO0D5L,,,,,27.552,-99.4959,anonymous,EN,1,1,5f78ce64cb5f144a98a4fa38,,,,,5,5|3|2|1|4,7,,,,,,,4.002,4.002,9.243,1,2,2|1,2,1,2|1|4|3,4.323,20.891,22.057,7,4,3|1|7|6|5|2|4,1,4|2|3|5|1,3.082,20.31,20.848,13,2,1,2|1|5|4|3,2.227,12.627,13.019,9,23,19|17|23|18|22|21|20,1,4|2|1|5|3,4.88,2.79,0.21,1.59,3|1|5|2,3.686,17.353,17.964,15,"1,2,3",3|2|5|4|1|6,1,1|2|3,2,2|1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,default,google_default|Q42,description,choice screen
2023-07-12 17:47:44,2023-07-12 17:48:24,0,174.131.51.230,100,40,1,2023-07-12 17:48:24,R_3iPR6NxgZfWtYJ7,,,,,40.0732,-82.4017,anonymous,EN,1,1,6109b52cc30e63fad7d61528,,,,,1,1|2|4|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,,,,
2023-07-12 17:38:45,2023-07-12 17:49:41,0,73.192.36.224,100,656,1,2023-07-12 17:49:42,R_3psF6p9R9iet9fq,,,,,30.2884,-81.6361,anonymous,EN,1,1,5ef9302c07b0e310918662c3,,,,,5,4|3|1|5|2,7,4.927,16.556,28.736,3,3,2|1|5|3,,,,,2,1|2,1,,,8.145,30.278,32.103,4,4,4|2|3|1|7|6|5,2,2|1|5|4|3,39.61,44.722,47.15,3,2,2,1|2|4|5|3,53.102,61.609,63.179,4,17,21|18|20|23|19|17|22,2,1|2|5|3|4,5,5,4,2,5|2|1|3,10.026,31.67,35.634,8,"1,3,4",4|5|3|6|2|1,,,2,1|2,2,58.78,63.933,65.751,3,1,2,1|2|3|4,45.987,53.115,55.463,3,1,2,4|3|1|2,41.538,47.499,49.663,3,3,2,3|2|4|1,4,4,5,3|2|1,"1,2,3",1963,4,5,3|1|5|4|2,2,4|1|2|3,1,6|3|5|2|4|7|1,5,"If I get the answers I need, I will stick with it.  Sometimes I will check multiple sites to see if they give anything different based on the algorithms they use.",,1,0,,0,0,,choice_screen,,description,default_aw
2023-07-12 17:42:51,2023-07-12 17:51:09,0,107.208.8.13,100,497,1,2023-07-12 17:51:09,R_2CsrkTFLqxtyRRD,,,,,37.8487,-122.2209,anonymous,EN,0.8999999761581421,1,63d404f4eaf69448ef9e09e6,,,,,5,2|4|3|1|5,7,6.977,6.977,16.892,1,3,3|2|1|5,,,,,2,2|1,1,,,21.688,23.775,25.147,3,4,1|3|5|2|4|7|6,2,4|3|1|2|5,9.759,34.91,35.496,4,2,2,3|1|5|2|4,2.82,61.22,61.791,5,17,21|23|17|19|18|22|20,2,2|3|1|5|4,5,5,3,2,3|5|1|2,4.733,24.401,25.362,17,"1,3",5|3|4|1|6|2,1,1|3|2,1,2|1,,92.099,94.186,95.097,2,1,1,2|4|1|3,25.224,27.374,28.037,3,3,1,3|1|4|2,18.991,21.102,21.956,2,1,1,3|2|1|4,4,4,4,1|2|3,1,1987,5,5,2|4|1|3|5,1,2|1|4|3,4,6|2|7|4|3|5|1,5,I stuck by the engine that I said I would use even when that seemed to be slightly inconvenient (switching browsers from the one I'm doing the survey in). I wasn't assigned one by default though.,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 17:46:32,2023-07-12 17:51:49,0,108.83.208.70,100,317,1,2023-07-12 17:51:50,R_TdNdTyTaMUUowtX,,,,,34.126,-84.5752,anonymous,EN,1,1,606ce950bef1f305c877048d,,,,,5,5|4|2|3|1,7,,,,,,,3.573,3.573,8.144,1,2,2|1,2,3,2|3|4|1,16.492,19.012,20.119,2,4,6|2|3|1|5|4|7,3,4|3|5|2|1,3.305,17.67,18.564,4,2,3,5|2|1|3|4,5.309,23.431,25.336,5,17,23|21|18|20|22|17|19,3,5|2|3|1|4,3.85,2.75,4.85,2.85,1|2|5|3,3.002,12.889,13.489,9,"1,2,5",3|5|1|6|4|2,,,2,2|1,3,81.015,82.844,83.473,2,1,3,4|3|1|2,3.566,29.449,29.658,5,2,3,1|4|3|2,2.172,23.174,23.662,5,1,3,1|2|3|4,,,5,3|2|1,3,2002,3,3,2|3|5|1|4,1,4|3|2|1,1,4|2|5|7|1|3|6,4,,,1,0.03125,QID38,0,0,,default,yahoo_default|Q42,description,default_wu
2023-07-12 17:46:12,2023-07-12 17:52:53,0,68.197.149.224,100,401,1,2023-07-12 17:52:53,R_3PtsdTivzQefiMD,,,,,40.7306,-73.4313,anonymous,EN,1,1,610071e1a9bc29b4959ee5f6,,,,,5,3|2|1|4|5,7,2.631,12.493,22.384,2,1,3|2|5|1,,,,,2,2|1,1,,,14.275,18.878,19.972,3,4,4|3|5|1|7|6|2,1,5|4|1|3|2,4.265,28.569,29.432,7,2,1,5|4|3|2|1,1.963,16.521,17.348,9,23,19|20|18|17|22|21|23,1,3|2|4|5|1,4.78,1.98,1.68,1.82,5|3|1|2,5.734,22.96,25.258,10,"1,6",5|2|3|6|1|4,1,1|2|3,1,1|2,,1.807,63.176,64.239,8,1,1,3|4|2|1,24.052,25.978,27.165,3,3,1,3|4|2|1,14.971,18.225,19.02,6,1,1,3|4|1|2,4,4,3,2|3|1,4,2002,3,1,1|3|5|4|2,2,2|4|3|1,1,7|4|6|1|3|2|5,5,No,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 17:48:09,2023-07-12 17:53:38,0,73.167.32.91,100,329,1,2023-07-12 17:53:38,R_33d1mlHnrujDg5M,,,,,41.3091,-72.8701,anonymous,EN,1,1,57b4abf0f0ed6e0001517979,,,,,5,1|5|2|3|4,7,,,,,,,10.072,10.072,15.616,1,2,2|1,2,4,2|1|4|3,14.063,16.783,18.048,2,4,7|4|6|1|5|2|3,4,3|5|2|1|4,6.695,24.862,27.262,3,2,4,4|1|2|5|3,3.923,38.145,39.206,4,23,23|20|17|19|22|18|21,4,5|4|2|3|1,4.97,2.83,3.87,2.53,5|3|2|1,7.183,16.734,18.589,7,"1,2,3",4|1|6|3|2|5,1,3|2|1,1,1|2,,37.663,40.661,41.927,2,1,1,1|2|4|3,17.145,19.588,20.674,2,3,1,4|3|1|2,16.484,18.526,19.433,2,1,1,2|3|4|1,5,3,3,2|3|1,"1,4",1994,5,4,2|4|3|5|1,1,4|1|3|2,4,5|4|7|3|2|1|6,5,,,1,0.03125,QID38,0,0,,default,duckduckgo_default|Q42,description,choice screen
2023-07-12 17:55:49,2023-07-12 17:56:34,0,73.192.112.208,100,45,1,2023-07-12 17:56:35,R_3O8rwfArfeSnFqf,,,,,30.3341,-81.6544,anonymous,EN,1,1,5d33eba92fd5a40016e58abb,,,,,5,5|4|2|3|1,7,,,,,,,2.133,2.133,8.51,1,2,1|2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,default,duckduckgo_default|Q42,,
2023-07-12 17:49:32,2023-07-12 17:58:45,0,108.51.32.154,100,553,1,2023-07-12 17:58:46,R_ZmJc6eA6ZUg735T,,,,,39.1585,-77.0837,anonymous,EN,0.8999999761581421,1,63bc70ea91717f3259eb8f88,,,,,5,2|1|4|5|3,7,2.567,12.959,14.257,3,1,3|1|5|2,,,,,2,1|2,1,,,20.251,28.814,30.003,5,4,3|4|6|1|5|2|7,1,4|1|3|5|2,7.777,83.732,85.255,5,1,1,3|5|4|1|2,58.159,61.298,62.457,3,23,18|19|20|17|21|23|22,1,1|2|3|5|4,3.85,1.58,2.95,1.95,2|1|5|3,8.376,29.387,30.534,8,"1,3",1|2|6|3|4|5,2,1|3|2,1,2|1,,44.218,48.594,49.91,3,1,2,2|4|3|1,33.173,36.743,38.018,3,1,2,2|4|1|3,47.206,50.225,51.292,3,3,2,3|2|4|1,4,4,2,2|1|3,2,1988,4,5,5|4|3|1|2,2,2|4|3|1,1,7|4|5|3|2|6|1,5,I think people pick whatever search engine they like best. They will change the assigned search engine if they don't like it.,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 17:49:34,2023-07-12 18:00:59,0,75.251.98.206,100,685,1,2023-07-12 18:00:59,R_1rAoomLkjNG35y1,,,,,28.0206,-82.4574,anonymous,EN,1,1,5ddb41e0ed3649a9c1fc68e6,,,,,5,2|4|1|5|3,7,11.272,11.272,25.043,1,1,5|2|1|3,,,,,2,2|1,1,,,9.09,27.954,29.207,10,4,4|7|1|6|2|3|5,1,2|5|1|4|3,6.104,17.225,19.023,6,2,1,1|5|2|4|3,4.009,17.569,18.757,10,23,22|20|23|18|17|19|21,1,3|4|5|1|2,4.52,3.52,3.48,4.45,1|2|3|5,4.816,38.612,45.38,12,"1,2",2|5|3|4|6|1,,,2,2|1,3,4.847,135.014,137.441,7,1,4,3|2|4|1,1.993,144.002,174.557,6,3,4,1|4|3|2,45.072,64.371,66.397,14,1,4,4|2|1|3,5,5,5,3|1|2,"1,3,4",1973,4,2,5|3|1|4|2,1,3|4|1|2,1,6|7|1|4|5|2|3,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_wu
2023-07-12 17:54:10,2023-07-12 18:01:06,0,107.11.96.126,100,415,1,2023-07-12 18:01:07,R_2vkXPOK5xlWSnQq,,,,,39.4272,-84.1664,anonymous,EN,1,1,60bc011503db109b7d46851d,,,,,5,1|5|2|4|3,7,,,,,,,3.344,3.344,10.697,1,2,1|2,2,2,4|3|1|2,20.448,23.999,25.02,2,4,2|5|3|1|6|4|7,2,4|1|3|2|5,5.813,27.68,28.785,4,2,2,5|2|4|1|3,3.84,43.193,44.109,4,17,23|21|17|20|18|19|22,2,4|3|5|2|1,4.37,4.64,1.64,1.54,3|1|5|2,3.118,12.355,13.654,6,"1,3",4|5|2|3|6|1,1,2|3|1,1,2|1,,108.774,110.151,111.234,2,1,2,2|4|3|1,26.261,28.11,28.96,2,1,2,2|1|3|4,22.741,25.331,26.116,2,3,2,1|3|2|4,2,5,3,2|1|3,1,1988,3,2,5|1|4|3|2,2,2|1|4|3,1,3|5|1|2|4|7|6,5,,,1,0.03125,QID38,0,0,,default,bing_default|Q42,description,choice screen
2023-07-12 17:55:05,2023-07-12 18:01:07,0,75.69.245.219,100,361,1,2023-07-12 18:01:07,R_1K7Qydsbc7WyE1W,,,,,42.9818,-71.1221,anonymous,EN,1,1,5d498ea0faa15b001acd4a5d,,,,,5,5|1|3|2|4,7,6.775,8.245,8.703,3,1,1|3|2|5,,,,,2,2|1,1,,,31.445,37.026,37.554,6,4,5|3|6|2|4|1|7,1,2|1|4|5|3,32.234,34.949,35.55,4,1,1,4|1|3|2|5,43.138,46.942,47.534,4,23,23|22|20|19|21|17|18,1,4|5|3|2|1,4.8,4.61,1.63,2.61,5|1|3|2,4.125,18.721,19.584,12,"1,3,6",2|5|3|1|6|4,,,2,2|1,1,2.931,10.96,11.474,5,1,1,1|2|3|4,4.59,9.964,11.054,6,7,1,2|1|3|4,3.659,6.963,10.877,5,2,1,1|3|4|2,5,3,1,3|2|1,1,1950,4,3,5|1|4|3|2,2,1|2|3|4,1,5|4|7|3|1|6|2,5,No,,1,0,,0,0,,choice_screen,,description,default_wc
2023-07-12 17:57:52,2023-07-12 18:01:20,1,,100,208,1,2023-07-12 18:01:22,R_2tG7NhxqsVsErDP,,,,,37.7506,-122.4121,preview,EN,1,1,0001,,,,,5,1|4|2|3|5,7,5.477,6.16,11.869,2,1,2|5|3|1,,,,,2,2|1,1,,,39.9,41.448,42.885,2,5,5|6|7|3|4|1|2,4,4|3|1|5|2,1.693,3.211,11.539,2,1,2,2|1|5|3|4,1.743,3.445,11.251,2,20,18|23|20|19|22|17|21,2,4|2|5|3|1,4.62,2.82,2.78,2.52,1|2|3|5,2.524,7.258,8.875,5,1,1|4|3|2|5|6,1,1|2|3,1,1|2,,1.616,3.633,11.023,2,1,1,1|4|3|2,1.664,5.931,11.309,4,1,1,2|1|4|3,1.269,3.336,11.336,2,1,1,3|1|2|4,5,5,5,3|1|2,4,1987,5,5,5|3|2|4|1,1,1|2|4|3,7,7|1|3|5|4|6|2,5,,,,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 18:01:41,2023-07-12 18:01:55,1,,100,14,1,2023-07-12 18:01:56,R_1pn84ROYRedUD4Z,,,,,37.7506,-122.4121,preview,EN,1,2,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,,,,
2023-07-12 17:55:41,2023-07-12 18:01:57,0,24.211.225.36,100,375,1,2023-07-12 18:01:58,R_27EkDPk41TsoPdf,,,,,35.9151,-79.0972,anonymous,EN,0.8999999761581421,1,6014213c77aab7396ca3e5a7,,,,,5,4|2|1|3|5,7,10.921,10.921,17.592,1,1,5|2|3|1,,,,,2,2|1,1,,,23.141,27.378,28.347,2,4,2|7|5|4|3|1|6,1,1|3|4|5|2,8.745,37.495,39.25,4,2,1,4|2|1|3|5,3.383,19.132,20.421,3,23,22|18|23|21|20|17|19,1,1|3|4|5|2,4.53,2.57,4.3,1.63,2|5|1|3,6.642,17.356,20.21,5,1,1|5|4|2|3|6,1,3|2|1,1,1|2,,46.958,50.274,52.114,2,1,1,1|2|4|3,26.52,29.403,30.395,2,3,1,1|4|3|2,3.863,29.598,30.501,3,1,1,3|2|4|1,5,4,4,1|3|2,1,1973,4,4,1|5|4|2|3,2,1|4|3|2,1,1|4|2|5|7|3|6,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 18:02:05,2023-07-12 18:02:21,1,,100,16,1,2023-07-12 18:02:23,R_1OlPabX7ZMFSY3U,,,,,37.7506,-122.4121,preview,EN,1,1,007,,,,,2,4|5|2|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,,,,
2023-07-12 17:58:27,2023-07-12 18:03:29,0,68.208.50.162,100,302,1,2023-07-12 18:03:29,R_3ptLlclQ9CoRVHK,,,,,32.4329,-89.1134,anonymous,EN,0.8999999761581421,1,60fd824309d4771826bfcfec,,,,,5,2|1|5|4|3,7,,,,,,,4.405,4.405,15.507,1,2,2|1,2,3,1|2|4|3,14.03,15.996,18.008,2,4,6|7|2|1|4|3|5,3,2|1|3|5|4,6.257,29.058,30.185,4,2,"1,3",1|3|5|4|2,1.758,11.341,12.55,3,23,19|17|18|21|22|20|23,1,2|4|5|3|1,4.52,0.72,0.32,2.55,1|2|5|3,4.739,14.121,15.866,6,1,2|6|5|1|4|3,,,2,2|1,3,37.683,40.168,42.432,2,1,1,4|1|2|3,17.409,20.243,21.274,2,3,1,2|3|1|4,12.526,14.376,15.182,2,1,1,4|3|1|2,4,1,2,2|1|3,1,1989,5,3,2|5|1|4|3,2,3|2|4|1,1,1|4|2|7|3|5|6,5,,,1,0.03125,QID38,0,0,,default,yahoo_default|Q42,description,default_wu
2023-07-12 17:57:24,2023-07-12 18:04:11,0,72.199.51.98,100,406,1,2023-07-12 18:04:11,R_bm7T8piHgnNkilj,,,,,32.6917,-117.1151,anonymous,EN,1,1,5f9a25f467c68d13eaa9cc5c,,,,,5,5|1|3|4|2,7,6.448,6.448,8.781,1,1,3|2|5|1,,,,,2,1|2,1,,,13.203,37.018,37.369,7,4,5|7|2|6|4|1|3,1,3|5|4|1|2,4.402,16.391,17.464,7,2,1,2|3|1|5|4,0.84,9.135,11.22,4,23,21|23|18|17|20|22|19,1,5|1|4|3|2,4.75,3.31,1.78,3.31,2|3|1|5,10.672,25.468,27.083,7,1,2|3|4|5|6|1,,,2,2|1,2,38.103,42.089,42.823,2,1,2,1|3|4|2,19.205,21.401,22.174,3,1,2,2|1|4|3,19.318,21.31,21.972,2,3,2,1|3|4|2,4,5,4,3|1|2,2,1991,2,2,4|1|2|5|3,1,1|3|4|2,7,2|7|1|6|3|4|5,5,"If one search engine works, I like to stick to it.",,1,0,,0,0,,choice_screen,,description,default_aw
2023-07-12 17:56:57,2023-07-12 18:04:48,0,72.107.16.246,100,470,1,2023-07-12 18:04:48,R_yszE1mhVxqxvyKZ,,,,,36.122,-115.086,anonymous,EN,0.8999999761581421,1,60fce0005a801ae67b99036c,,,,,5,1|3|5|2|4,7,8.813,8.813,15.52,1,1,3|2|5|1,,,,,2,1|2,1,,,29.137,35.31,37.17,2,4,7|4|2|6|3|5|1,1,5|1|4|3|2,30.752,33.352,34.957,2,2,1,3|2|4|1|5,40.29,43.757,45.167,2,23,18|22|23|19|21|17|20,1,3|1|4|2|5,4.94,1.41,0.81,3.51,2|1|5|3,5.846,24.99,26.607,11,1,6|1|5|4|3|2,1,2|1|3,1,1|2,,46.418,80.107,81.328,4,1,1,3|2|1|4,52.015,54.231,55.41,2,1,1,4|2|1|3,21.599,23.06,24.877,2,1,1,2|1|3|4,5,3,3,2|1|3,1,2001,3,4,2|4|3|5|1,2,2|3|1|4,7,3|7|2|6|1|4|5,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 17:59:24,2023-07-12 18:05:43,0,70.113.35.104,100,379,1,2023-07-12 18:05:44,R_3iOSAothlS6tUhA,,,,,30.2627,-97.7467,anonymous,EN,1,1,64451c0fc0996ad3708184b9,,,,,5,3|5|2|1|4,7,4.9,7.294,8.803,2,1,5|1|2|3,,,,,2,2|1,1,,,12.678,36.143,37.188,6,4,2|7|4|1|6|3|5,1,4|5|3|1|2,3.976,31.465,32.805,4,2,1,2|4|3|5|1,18.692,23.231,24.208,4,23,20|17|21|22|19|23|18,1,4|3|5|2|1,4.48,3.54,3.81,3.41,2|1|5|3,3.657,15.153,16.366,8,"1,3",2|3|6|4|1|5,,,2,2|1,3,44.401,65.571,66.594,8,1,4,2|1|4|3,32.023,35.375,36.295,3,3,4,1|2|3|4,15.263,18.262,19.226,3,1,4,3|4|2|1,4,4,4,1|2|3,"1,4",1974,5,3,3|4|2|1|5,2,3|2|4|1,1,3|5|1|6|7|4|2,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_wu
2023-07-12 17:56:44,2023-07-12 18:08:43,0,70.172.10.126,100,718,1,2023-07-12 18:08:44,R_1EbWTXMAsXM398M,,,,,33.3121,-111.8213,anonymous,EN,1,1,5bae077b542eed0001384369,,,,,5,1|3|2|4|5,7,,,,,,,2.032,2.032,17.414,1,2,2|1,2,1,3|4|2|1,16.345,20.793,22.931,2,4,6|7|4|3|1|2|5,1,2|5|1|4|3,7.466,36.243,37.564,5,2,1,2|4|5|3|1,6.202,30.504,32.434,3,23,21|22|19|20|18|17|23,1,4|5|3|2|1,4.48,3.48,2.54,2.94,3|5|1|2,13.715,38.273,41.716,10,"1,3",2|4|6|3|5|1,,,2,2|1,3,58.437,61.179,62.787,2,1,3,1|3|2|4,85.102,87.568,89.735,2,1,3,3|4|1|2,102.952,105.275,107.027,2,1,3,3|1|2|4,3,3,3,1|3|2,3,1978,2,2,1|5|2|4|3,2,3|1|2|4,1,7|6|1|4|5|3|2,5,"I stuck with both of them, Google because that's what I prefer anyway and the weather one I tried weather channel but it was slower",,1,0,,0,0,,default,google_default|Q42,description,default_wu
2023-07-12 18:04:20,2023-07-12 18:08:49,0,207.231.87.18,100,268,1,2023-07-12 18:08:49,R_ZdEoLcAAL918xmV,,,,,38.581,-121.4939,anonymous,EN,1,1,6469b26b2cf3b4b300c0cddc,,,,,5,3|1|4|2|5,7,,,,,,,3.136,3.459,8.591,3,2,1|2,2,1,4|2|1|3,3.011,11.367,12.91,5,4,1|5|3|6|7|4|2,1,3|1|4|5|2,0.924,25.056,26.048,5,2,1,5|1|3|4|2,2.399,12.653,13.41,5,23,23|21|19|17|18|22|20,1,5|4|3|2|1,5,3.53,3.53,2.67,2|3|5|1,2.075,13.335,14.042,9,"1,3",6|2|3|5|4|1,,,2,1|2,3,39.19,47.78,48.86,4,1,3,4|2|3|1,22.062,25.022,25.745,2,3,3,3|4|2|1,27.204,29.711,30.42,2,1,3,3|1|2|4,5,3,2,3|1|2,1,1992,5,4,4|3|2|1|5,1,3|1|4|2,1,2|7|5|6|1|4|3,5,NA,,1,0,,0,0,,default,google_default|Q42,description,default_wu
2023-07-12 18:02:30,2023-07-12 18:09:08,0,70.95.229.203,100,397,1,2023-07-12 18:09:08,R_1jPK3XHKoA7pdec,,,,,33.919,-117.2359,anonymous,EN,1,1,599323cdf9db7d00018955da,,,,,5,5|2|1|4|3,7,8.738,8.738,10.191,1,1,2|3|1|5,,,,,2,1|2,1,,,9.103,43.981,46.152,3,4,3|1|7|5|4|2|6,1,4|2|5|3|1,16.797,148.943,151.466,5,1,1,3|2|5|1|4,3.688,30.11,31.921,12,23,17|21|20|18|19|22|23,1,2|1|5|3|4,3.65,2.51,3.95,1.68,1|5|2|3,12.401,28.153,29.839,7,"1,2,3",1|6|2|4|5|3,1,1|2|3,2,1|2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 17:51:08,2023-07-12 18:09:58,0,208.191.77.112,100,1130,1,2023-07-12 18:09:58,R_UheTzR5uyaGfiQV,,,,,41.3847,-81.7982,anonymous,EN,1,1,5d55fdeb46a38b001a73c298,,,,,5,5|2|1|4|3,7,,,,,,,11.108,11.108,21.944,1,2,1|2,2,1,4|2|3|1,23.993,27.361,30.43,2,4,4|6|1|3|5|2|7,1,5|4|3|2|1,382.868,389.196,390.359,3,1,"1,2",2|4|3|1|5,42.613,45.949,47.319,2,23,20|17|19|23|22|18|21,1,4|2|3|1|5,5,4.45,3.75,2.72,5|3|1|2,14.068,52.89,66.001,7,"1,3",4|6|2|3|1|5,,,2,2|1,1,64.813,69.945,71.1,2,1,1,4|3|2|1,48.655,56.465,57.677,2,3,1,4|3|2|1,42.886,47,50.139,2,1,1,3|2|4|1,4,4,3,2|3|1,4,1964,3,2,5|2|3|4|1,2,4|1|3|2,1,2|4|3|5|1|6|7,5,,,1,0.03125,QID38,0,0,,default,google_default|Q42,description,default_wc
